file,benchmark,testrun,energy,totaltime,current,voltage,teststarttime,testendtime
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/100000__5.csv,100000,5,248.33826294148065,122.73999999999998,0.4835424997428723,4.184300523753971,31.010999999998603,153.75099999999858
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/100000__6.csv,100000,6,254.0421407313772,124.07000000000002,0.4893283300298224,4.184452296828349,30.7390000000014,154.80900000000142
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/100000__7.csv,100000,7,253.60373176883763,124.04,0.4886054671388196,4.1844228039421605,42.6730000000025,166.7130000000025
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/100000__8.csv,100000,8,252.4838256884985,124.38,0.4851237445502634,4.1843738350573245,32.49700000000303,156.87700000000302
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/100000__9.csv,100000,9,248.8199221537604,123.61,0.4810308036860891,4.184645331186157,32.1620000000039,155.7720000000039
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/100000__10.csv,100000,10,249.8423590234236,122.83,0.4860841971431124,4.184563069098298,32.8179999999993,155.6479999999993
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/1000000__1.csv,1000000,1,2441.0969157189475,1210.24,0.4820571344312117,4.184224753317216,47.80999999999767,1258.0499999999977
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/1000000__2.csv,1000000,2,2460.7959922635127,1212.53,0.485016912478715,4.184332962180502,31.42399999999907,1243.953999999999
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/1000000__3.csv,1000000,3,2498.7680618472896,1214.34,0.4917596192213453,4.184396033398618,41.30600000000413,1255.6460000000045
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/1000000__4.csv,1000000,4,2491.909659772468,1214.12,0.4905006126246549,4.184380082892129,41.31300000000192,1255.433000000002
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/1000000__5.csv,1000000,5,2497.3157183954754,1214.45,0.4914390566088519,4.184312799143608,29.53200000000652,1243.9820000000066
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/1000000__6.csv,1000000,6,2497.530921282495,1214.3000000000002,0.4915309717799208,4.184407679893046,38.14900000000489,1252.449000000005
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/1000000__7.csv,1000000,7,2496.855432527704,1216.69,0.4904339419182983,4.184397555805763,31.289000000004307,1247.9790000000044
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/1000000__8.csv,1000000,8,2489.671284577972,1216.1,0.4892655311223597,4.184350936091986,39.250999999996566,1255.3509999999967
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/1000000__9.csv,1000000,9,2471.9142115633103,1216.47,0.4855988381350529,4.184603870182476,32.6929999999993,1249.162999999999
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/1000000__10.csv,1000000,10,2639.017505343372,1198.29,0.5262921764806234,4.184594904208393,28.854999999995925,1227.144999999996
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000000__1.csv,10000000,1,27864.6442820216,12153.2,0.5479437153871634,4.184339441923525,58.73700000000099,12211.937
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000000__2.csv,10000000,2,26461.430009863925,12221.49,0.5174656227692633,4.184153901171296,24.83600000000297,12246.326000000005
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000000__3.csv,10000000,3,23679.26539015324,12276.93,0.4609730602238844,4.184108134024535,22.49900000001071,12299.429000000013
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000000__4.csv,10000000,4,23623.30665420092,12357.3,0.4568914415056194,4.184119449537027,25.244000000006054,12382.544000000004
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000000__5.csv,10000000,5,25053.91034259668,11884.12,0.50383896022496,4.184241508534989,22.462000000000444,11906.582
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000000__6.csv,10000000,6,23153.21339201474,11959.55,0.4626792411307396,4.184238402270895,24.222999999998137,11983.773
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000000__7.csv,10000000,7,23574.49914356023,12020.19,0.4687343770156701,4.184121972117687,24.57200000000012,12044.762
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000000__8.csv,10000000,8,23676.50354880224,12100.45,0.4676346665956032,4.184170254662932,35.541999999994005,12135.991999999991
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000000__9.csv,10000000,9,25173.751075434757,11919.56,0.5047578767584043,4.184124556758886,28.65600000000268,11948.216000000002
/Users/greenali/Desktop/loopEnergy/Output/update/update_new/10000000__10.csv,10000000,10,22945.47065082661,11936.43,0.45942809824644437,4.184128000549643,24.456999999994878,11960.886999999995
